country_iso_a3,year,month,n_users
TTO,2022,8,14
TTO,2022,9,26
TTO,2022,10,32
TTO,2022,11,39
TTO,2022,12,22
TTO,2023,1,24
TTO,2023,2,26
TTO,2023,3,64
TTO,2023,4,115
TTO,2023,5,51
TTO,2023,6,47
TTO,2023,7,35
TTO,2023,8,49
TUN,2022,1,59
TUN,2022,2,44
TUN,2022,3,72
TUN,2022,4,44
TUN,2022,5,89
TUN,2022,6,117
TUN,2022,7,64
TUN,2022,8,56
TUN,2022,9,84
TUN,2022,10,60
TUN,2022,11,69
TUN,2022,12,84
TUN,2023,1,89
TUN,2023,2,66
TUN,2023,3,70
TUN,2023,4,90
TUN,2023,5,82
TUN,2023,6,71
TUN,2023,7,70
TUN,2023,8,55
TUR,2022,1,374
TUR,2022,2,356
TUR,2022,3,381
TUR,2022,4,378
TUR,2022,5,459
TUR,2022,6,478
TUR,2022,7,464
TUR,2022,8,494
TUR,2022,9,439
TUR,2022,10,546
TUR,2022,11,546
TUR,2022,12,460
TUR,2023,1,475
TUR,2023,2,6439
TUR,2023,3,1301
TUR,2023,4,619
TUR,2023,5,578
TUR,2023,6,493
TUR,2023,7,512
TUR,2023,8,341
TUV,2022,1,2
TUV,2022,2,2
TUV,2022,3,1
TUV,2022,5,5
TUV,2022,8,3
TUV,2022,10,1
TUV,2023,2,1
TUV,2023,3,3
TUV,2023,4,3
TUV,2023,5,2
TUV,2023,6,3
TUV,2023,7,2
TWN,2022,1,203
TWN,2022,2,184
TWN,2022,3,319
TWN,2022,4,258
TWN,2022,5,203
TWN,2022,6,196
TWN,2022,7,180
TWN,2022,8,181
TWN,2022,9,180
TWN,2022,10,417
TWN,2022,11,210
TWN,2022,12,224
TWN,2023,1,209
TWN,2023,2,192
TWN,2023,3,335
TWN,2023,4,234
TWN,2023,5,228
TWN,2023,6,176
TWN,2023,7,195
TWN,2023,8,136
TZA,2022,1,346
TZA,2022,2,374
TZA,2022,3,561
TZA,2022,4,446
TZA,2022,5,348
TZA,2022,6,427
TZA,2022,7,219
TZA,2022,8,158
TZA,2022,9,329
TZA,2022,10,274
TZA,2022,11,305
TZA,2022,12,349
TZA,2023,1,335
TZA,2023,2,331
TZA,2023,3,1069
TZA,2023,4,383
TZA,2023,5,362
TZA,2023,6,305
TZA,2023,7,189
TZA,2023,8,133
UGA,2022,1,282
UGA,2022,2,244
UGA,2022,3,291
UGA,2022,4,257
UGA,2022,5,283
UGA,2022,6,303
UGA,2022,7,267
UGA,2022,8,201
UGA,2022,9,178
UGA,2022,10,302
UGA,2022,11,581
UGA,2022,12,227
UGA,2023,1,117
UGA,2023,2,184
UGA,2023,3,192
UGA,2023,4,187
UGA,2023,5,376
UGA,2023,6,217
UGA,2023,7,112
UGA,2023,8,67
UKR,2022,1,713
UKR,2022,2,728
UKR,2022,3,545
UKR,2022,4,526
UKR,2022,5,642
UKR,2022,6,598
UKR,2022,7,630
UKR,2022,8,653
UKR,2022,9,619
UKR,2022,10,643
UKR,2022,11,562
UKR,2022,12,527
UKR,2023,1,558
UKR,2023,2,525
UKR,2023,3,626
UKR,2023,4,623
UKR,2023,5,667
UKR,2023,6,717
UKR,2023,7,742
UKR,2023,8,511
URY,2022,1,47
URY,2022,2,40
URY,2022,3,35
URY,2022,4,29
URY,2022,5,34
URY,2022,6,38
URY,2022,7,30
URY,2022,8,37
URY,2022,9,38
URY,2022,10,49
URY,2022,11,53
URY,2022,12,37
URY,2023,1,47
URY,2023,2,52
URY,2023,3,39
URY,2023,4,35
URY,2023,5,43
URY,2023,6,43
URY,2023,7,54
URY,2023,8,36
USA,2022,1,4417
USA,2022,2,4123
USA,2022,3,4576
USA,2022,4,5447
USA,2022,5,5665
USA,2022,6,5059
USA,2022,7,4957
USA,2022,8,5417
USA,2022,9,5170
USA,2022,10,5669
USA,2022,11,5141
USA,2022,12,4580
USA,2023,1,4825
USA,2023,2,4909
USA,2023,3,4935
USA,2023,4,4873
USA,2023,5,5103
USA,2023,6,5207
USA,2023,7,5445
USA,2023,8,3961
UZB,2022,1,112
UZB,2022,2,91
UZB,2022,3,152
UZB,2022,4,134
UZB,2022,5,117
UZB,2022,6,105
UZB,2022,7,116
UZB,2022,8,124
UZB,2022,9,80
UZB,2022,10,124
UZB,2022,11,147
UZB,2022,12,139
UZB,2023,1,151
UZB,2023,2,112
UZB,2023,3,135
UZB,2023,4,117
UZB,2023,5,101
UZB,2023,6,107
UZB,2023,7,112
UZB,2023,8,83
VAT,2022,1,7
VAT,2022,2,4
VAT,2022,3,5
VAT,2022,4,1
VAT,2022,5,4
VAT,2022,6,5
VAT,2022,7,2
VAT,2022,8,10
VAT,2022,9,8
VAT,2022,10,5
VAT,2022,11,5
VAT,2022,12,12
VAT,2023,1,9
VAT,2023,2,10
VAT,2023,3,12
VAT,2023,4,11
VAT,2023,5,9
VAT,2023,6,8
VAT,2023,7,18
VAT,2023,8,4
VCT,2022,1,6
VCT,2022,2,13
VCT,2022,3,8
VCT,2022,4,5
VCT,2022,5,16
VCT,2022,6,7
VCT,2022,7,5
VCT,2022,8,10
VCT,2022,9,8
VCT,2022,10,8
VCT,2022,11,9
VCT,2022,12,15
VCT,2023,1,6
VCT,2023,2,11
VCT,2023,3,14
VCT,2023,4,6
VCT,2023,5,13
VCT,2023,6,9
VCT,2023,7,7
VCT,2023,8,2
VEN,2022,1,75
VEN,2022,2,75
VEN,2022,3,75
VEN,2022,4,67
VEN,2022,5,85
VEN,2022,6,72
VEN,2022,7,60
VEN,2022,8,76
VEN,2022,9,69
VEN,2022,10,79
VEN,2022,11,79
VEN,2022,12,58
VEN,2023,1,68
VEN,2023,2,62
VEN,2023,3,78
VEN,2023,4,75
VEN,2023,5,70
VEN,2023,6,87
VEN,2023,7,91
VEN,2023,8,58
VGB,2022,1,5
VGB,2022,2,9
VGB,2022,3,5
VGB,2022,4,3
VGB,2022,5,7
VGB,2022,6,3
VGB,2022,9,2
VGB,2022,10,1
VGB,2022,11,3
VGB,2022,12,1
VGB,2023,1,1
VGB,2023,2,3
VGB,2023,3,5
VGB,2023,4,3
VGB,2023,5,2
VGB,2023,6,3
VGB,2023,7,4
VGB,2023,8,4
VNM,2022,1,203
VNM,2022,2,214
VNM,2022,3,177
VNM,2022,4,188
VNM,2022,5,159
VNM,2022,6,172
VNM,2022,7,151
VNM,2022,8,140
VNM,2022,9,171
VNM,2022,10,208
VNM,2022,11,233
VNM,2022,12,252
VNM,2023,1,240
VNM,2023,2,251
VNM,2023,3,244
VNM,2023,4,259
VNM,2023,5,240
VNM,2023,6,250
VNM,2023,7,219
VNM,2023,8,156
VUT,2022,1,5
VUT,2022,2,9
VUT,2022,3,6
VUT,2022,4,5
VUT,2022,5,8
VUT,2022,6,4
VUT,2022,7,5
VUT,2022,8,5
VUT,2022,9,4
VUT,2022,10,3
VUT,2022,11,3
VUT,2022,12,4
VUT,2023,1,7
VUT,2023,2,7
VUT,2023,3,6
VUT,2023,4,9
VUT,2023,5,13
VUT,2023,6,8
VUT,2023,7,8
VUT,2023,8,5
WSM,2022,1,9
WSM,2022,2,5
WSM,2022,3,3
WSM,2022,4,5
WSM,2022,5,2
WSM,2022,6,2
WSM,2022,7,1
WSM,2022,8,42
WSM,2022,9,15
WSM,2022,10,36
WSM,2022,11,7
WSM,2022,12,4
WSM,2023,1,4
WSM,2023,2,3
WSM,2023,3,5
WSM,2023,4,2
WSM,2023,5,2
WSM,2023,6,5
WSM,2023,7,2
WSM,2023,8,2
XKX,2022,1,74
XKX,2022,2,51
XKX,2022,3,75
XKX,2022,4,85
XKX,2022,5,53
XKX,2022,6,66
XKX,2022,7,92
XKX,2022,8,73
XKX,2022,9,66
XKX,2022,10,56
XKX,2022,11,64
XKX,2022,12,56
XKX,2023,1,53
XKX,2023,2,61
XKX,2023,3,73
XKX,2023,4,53
XKX,2023,5,78
XKX,2023,6,93
XKX,2023,7,91
XKX,2023,8,43
YEM,2022,1,50
YEM,2022,2,55
YEM,2022,3,44
YEM,2022,4,79
YEM,2022,5,89
YEM,2022,6,72
YEM,2022,7,72
YEM,2022,8,65
YEM,2022,9,39
YEM,2022,10,52
YEM,2022,11,61
YEM,2022,12,53
YEM,2023,1,63
YEM,2023,2,49
YEM,2023,3,58
YEM,2023,4,46
YEM,2023,5,104
YEM,2023,6,144
YEM,2023,7,117
YEM,2023,8,53
ZAF,2022,1,270
ZAF,2022,2,186
ZAF,2022,3,259
ZAF,2022,4,248
ZAF,2022,5,259
ZAF,2022,6,339
ZAF,2022,7,286
ZAF,2022,8,376
ZAF,2022,9,544
ZAF,2022,10,1146
ZAF,2022,11,1267
ZAF,2022,12,518
ZAF,2023,1,470
ZAF,2023,2,401
ZAF,2023,3,332
ZAF,2023,4,279
ZAF,2023,5,243
ZAF,2023,6,212
ZAF,2023,7,237
ZAF,2023,8,138
ZMB,2022,1,95
ZMB,2022,2,94
ZMB,2022,3,87
ZMB,2022,4,97
ZMB,2022,5,125
ZMB,2022,6,129
ZMB,2022,7,117
ZMB,2022,8,754
ZMB,2022,9,1330
ZMB,2022,10,928
ZMB,2022,11,374
ZMB,2022,12,298
ZMB,2023,1,222
ZMB,2023,2,181
ZMB,2023,3,433
ZMB,2023,4,224
ZMB,2023,5,127
ZMB,2023,6,135
ZMB,2023,7,77
ZMB,2023,8,38
ZWE,2022,1,35
ZWE,2022,2,150
ZWE,2022,3,76
ZWE,2022,4,47
ZWE,2022,5,55
ZWE,2022,6,54
ZWE,2022,7,48
ZWE,2022,8,39
ZWE,2022,9,35
ZWE,2022,10,56
ZWE,2022,11,127
ZWE,2022,12,139
ZWE,2023,1,106
ZWE,2023,2,61
ZWE,2023,3,122
ZWE,2023,4,95
ZWE,2023,5,77
ZWE,2023,6,50
ZWE,2023,7,46
ZWE,2023,8,34
