country_iso_a3,source_microsoft,creation_year,all_ways,modified_ways,modified_ways_share,avg_n_contributions
CAN,1,2022-01-01 00:00:00+00,53436,2982,0.0558050752301819,1.0627479601766598
CAN,1,2023-01-01 00:00:00+00,212965,7339,0.03446106167680135,1.0407250017608527
CAN,1,2024-01-01 00:00:00+00,64197,832,0.012960107170116983,1.0138168450239107
CHE,0,2018-01-01 00:00:00+00,107256,46882,0.43710375177146266,1.6588629074364138
CHE,0,2019-01-01 00:00:00+00,111208,42925,0.3859884180994173,1.5688709445363642
CHE,0,2020-01-01 00:00:00+00,60828,17741,0.29165844676793584,1.4344709673176828
CHE,0,2021-01-01 00:00:00+00,87087,22474,0.2580637753051546,1.3577801508835992
CHE,0,2022-01-01 00:00:00+00,84145,12656,0.1504070354744786,1.1900766533959237
CHE,0,2023-01-01 00:00:00+00,81065,6367,0.07854191081231111,1.1005859495466601
CHE,0,2024-01-01 00:00:00+00,15986,554,0.03465532340798198,1.0443513073939696
CHE,1,2023-01-01 00:00:00+00,66,0,0.0,1.0
CHE,1,2024-01-01 00:00:00+00,6,0,0.0,1.0
CHL,0,2018-01-01 00:00:00+00,102427,40552,0.39591123434250736,1.5825612387358803
CHL,0,2019-01-01 00:00:00+00,87983,18941,0.21528022458884102,1.298489480922451
CHL,0,2020-01-01 00:00:00+00,43147,9590,0.2222634250353443,1.3108211463137647
CHL,0,2021-01-01 00:00:00+00,63967,18093,0.28284896899964046,1.3924679913080182
CHL,0,2022-01-01 00:00:00+00,64804,7353,0.11346521819640763,1.1350379606197147
CHL,0,2023-01-01 00:00:00+00,84245,6539,0.07761884978336993,1.0866876372485015
CHL,0,2024-01-01 00:00:00+00,6170,323,0.052350081037277146,1.058833063209076
CHL,1,2022-01-01 00:00:00+00,1363,24,0.01760821716801174,1.0176082171680116
CHL,1,2023-01-01 00:00:00+00,51,18,0.35294117647058826,1.3529411764705883
CHL,1,2024-01-01 00:00:00+00,45,0,0.0,1.0
CHN,0,2018-01-01 00:00:00+00,283930,99810,0.35153030676575214,1.4648117493748458
